message_id,message,verdict,scam_type,risk_level,evidence,requested_action,language,category,confidence,source,contains_url,contains_phone,asks_for_otp,asks_for_upi_pin,asks_for_money,impersonates_authority,urgency
IND-03311,Kripya check karein: I received a message saying I have an income-tax refund and it contains a link. I haven't checked the official portal.,SUSPICIOUS,TAX_REFUND_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.71,synthetic_augmented,0,0,0,0,0,0,MEDIUM
IND-00485,"Turant check karein: Your electricity connection will be disconnected tonight due to unpaid bill. Pay ₹1,850 at http://power-pay.example.",SCAM,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINDI_ROMAN,Utilities,0.97,synthetic_augmented,1,0,0,0,1,0,HIGH
IND-01459,"Sir, Your ₹5 lakh loan is approved. Send ₹999 insurance charges to release the amount today.",SCAM,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINGLISH,Loans,0.88,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-02468,Bhai ghar pahunch gaya hoon. Dinner ke baad call karta hoon.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Family,0.93,public_dataset_derived,0,0,0,0,0,0,LOW
IND-01408,"Bahut zaroori hai: Guaranteed 3X return in 7 days. Transfer ₹10,000 to our UPI account and our expert will trade for you.",SCAM,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,HINDI_ROMAN,Investment,0.89,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-01907,UPI payment of ₹850 to XYZ Store was successful. Transaction reference TXN872319.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,UPI,0.94,public_dataset_derived,0,0,0,0,1,0,LOW
IND-01432,"Kripya dhyan dein: Police video verification required. Stay on the call and transfer ₹25,000 to prove your account is clean.",SCAM,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.98,public_dataset_derived,0,0,0,0,1,1,CRITICAL
IND-00427,Kripya dhyan dein: Your meter has been flagged. Pay the pending amount now or your connection will be terminated today.,SCAM,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINDI_ROMAN,Utilities,0.9,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-00347,Turant check karein: Your Aadhaar is linked to a criminal investigation. Do not disconnect. Pay the security deposit immediately.,SCAM,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.89,synthetic_augmented,0,0,0,0,1,1,HIGH
IND-00131,"Please dhyan do, Your bank KYC is incomplete. Account will be blocked today. Share OTP to complete verification.",SCAM,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINGLISH,KYC / Banking,0.89,public_dataset_derived,0,0,1,0,0,1,HIGH
IND-00317,Urgent hai: Scholarship registration closes today. Pay ₹199 processing charges immediately.,SCAM,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINGLISH,Education,0.92,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-02658,Your train ticket booking is confirmed. PNR 4512789630. Check journey details through the official railway service. Check the official portal for details.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Railway,0.94,public_dataset_derived,0,0,0,0,0,1,LOW
IND-00800,"Sir, Please transfer ₹499 to this personal UPI ID to unlock your cashback immediately.",SCAM,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINGLISH,UPI,0.93,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-03393,I received a message saying I have an income-tax refund and it contains a link. I haven't checked the official portal.,SUSPICIOUS,TAX_REFUND_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.89,synthetic_augmented,0,0,0,0,0,0,MEDIUM
IND-01162,"Madam, Your refund is ready. Enter card number, CVV and OTP at http://refund-portal.example.",SCAM,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.89,synthetic_augmented,1,0,1,0,0,0,HIGH
IND-01927,"Bhai tera parcel aa gaya hai, main reception pe rakh raha hoon. Check the official portal for details.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Delivery,0.93,public_dataset_derived,0,0,0,0,0,0,LOW
IND-04213,Bahut important khabar: The government has announced 5 lakh permanent jobs for anyone who forwards this message.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.91,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-00410,Bahut zaroori hai: FedEx parcel alert: your package cannot be delivered until ₹799 is paid. Pay now to avoid return.,SCAM,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINDI_ROMAN,Courier,0.95,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-00290,"Police video verification required. Stay on the call and transfer ₹25,000 to prove your account is clean.",SCAM,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,ENGLISH,Law enforcement,0.9,public_dataset_derived,0,0,0,0,1,1,CRITICAL
IND-00964,Kripya dhyan dein: Your verification OTP has been generated. Send the OTP here so we can stop the unauthorized transaction.,SCAM,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,HINDI_ROMAN,Banking,0.95,synthetic_augmented,0,0,1,0,0,0,CRITICAL
IND-04627,Bahut important khabar: IRCTC is giving free train tickets to anyone who registers through this forwarded WhatsApp form.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.8,synthetic_augmented,0,0,0,0,0,1,MEDIUM
IND-00906,"Bhai, Your refund is ready. Enter card number, CVV and OTP at http://refund-portal.example.",SCAM,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.97,public_dataset_derived,1,0,1,0,0,0,HIGH
IND-03419,Mujhe ek message mila hai: A caller claiming to be from my bank asked for an OTP to cancel a transaction. I did not share it.,SUSPICIOUS,BANK_IMPERSONATION,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.79,synthetic_augmented,0,0,1,0,0,1,MEDIUM
IND-01420,"Please dhyan do, Instagram security alert: unusual login detected. Verify your password and OTP using http://security-check.example.",SCAM,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.98,synthetic_augmented,1,0,1,0,0,0,CRITICAL
IND-00465,Urgent hai: Loan verification requires an advance payment of ₹799 and PAN/Aadhaar on WhatsApp.,SCAM,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINGLISH,Loans,0.92,public_dataset_derived,0,0,0,0,1,1,CRITICAL
IND-01377,Urgent hai: Your account needs urgent verification. Login at http://account-check.example before midnight.,SCAM,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.91,public_dataset_derived,1,0,0,0,0,0,HIGH
IND-01253,"Kripya dhyan dein: Your refund is ready. Enter card number, CVV and OTP at http://refund-portal.example.",SCAM,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINDI_ROMAN,Phishing,0.95,synthetic_augmented,1,0,1,0,0,0,HIGH
IND-00801,"You have won ₹25,00,000 in the lucky draw. Pay ₹2,999 tax charges to release your prize.",SCAM,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,ENGLISH,Lottery,0.94,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-00860,Turant check karein: Your UPI account will be suspended today. Send your UPI PIN to the verification agent to reactivate it.,SCAM,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINDI_ROMAN,UPI,0.99,public_dataset_derived,0,0,0,1,0,0,HIGH
IND-00830,Turant check karein: Your ₹5 lakh loan is approved. Send ₹999 insurance charges to release the amount today.,SCAM,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINDI_ROMAN,Loans,0.89,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-00680,"Courier department: parcel contains restricted material. Pay ₹2,000 immediately or legal action will start.",SCAM,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,ENGLISH,Courier,0.98,public_dataset_derived,0,0,0,0,1,0,CRITICAL
IND-03808,Kripya check karein: Someone says my KYC will expire today and wants my documents on WhatsApp. I have not verified the sender.,SUSPICIOUS,KYC_FRAUD,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.8,synthetic_augmented,0,0,0,0,0,1,MEDIUM
IND-01290,"Urgent hai: Income Tax refund of ₹18,500 is pending. Confirm PAN, bank details and OTP at http://tax-refund.example.",SCAM,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.92,public_dataset_derived,1,0,1,0,1,1,CRITICAL
IND-00747,"Sir, Your FASTag will be blocked tonight. Recharge ₹500 immediately through this link.",SCAM,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINGLISH,Transport,0.97,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-01213,Bahut zaroori hai: FASTag verification pending. Send vehicle RC and OTP to activate your account.,SCAM,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINDI_ROMAN,Transport,0.91,synthetic_augmented,0,0,1,0,0,0,HIGH
IND-01368,Urgent hai: Click http://secure-login.example to prevent your WhatsApp account from being disabled.,SCAM,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.91,public_dataset_derived,1,0,0,0,0,0,HIGH
IND-00336,"Turant check karein: Courier department: parcel contains restricted material. Pay ₹2,000 immediately or legal action will start.",SCAM,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINDI_ROMAN,Courier,0.9,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-00888,"Your electricity connection will be disconnected tonight due to unpaid bill. Pay ₹1,850 at http://power-pay.example.",SCAM,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,ENGLISH,Utilities,0.91,synthetic_augmented,1,0,0,0,1,0,HIGH
IND-04925,Guys please forward: Drinking hot water with turmeric completely prevents viral infections. Share with everyone.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.94,synthetic_augmented,0,0,0,0,0,0,MEDIUM
IND-01329,Kripya dhyan dein: Loan verification requires an advance payment of ₹799 and PAN/Aadhaar on WhatsApp.,SCAM,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINDI_ROMAN,Loans,0.9,public_dataset_derived,0,0,0,0,1,1,HIGH
IND-03513,"Bhai, Someone says my KYC will expire today and wants my documents on WhatsApp. I have not verified the sender.",SUSPICIOUS,KYC_FRAUD,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.76,synthetic_augmented,0,0,0,0,0,1,MEDIUM
IND-00441,"Urgent hai: You have been shortlisted for a government job. Pay ₹1,000 registration fee to receive your appointment letter.",SCAM,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINGLISH,Employment,0.96,synthetic_augmented,0,0,0,0,1,1,HIGH
IND-00277,"Kripya dhyan dein: Government scholarship of ₹25,000 approved. Pay ₹299 verification fee to receive it.",SCAM,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINDI_ROMAN,Education,0.88,public_dataset_derived,0,0,0,0,1,1,CRITICAL
IND-01115,Instagram security alert: unusual login detected. Verify your password and OTP using http://security-check.example.,SCAM,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,ENGLISH,Account security,0.89,public_dataset_derived,1,0,1,0,0,0,HIGH
IND-03351,"Guys, A message says my social media account will close and gives an unfamiliar login link. I haven't clicked it.",SUSPICIOUS,ACCOUNT_TAKEOVER,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.83,synthetic_augmented,0,0,0,0,0,0,MEDIUM
IND-00798,"Delhi Police Cyber Cell calling. Your number is linked to an illegal case. Pay ₹15,000 now to avoid arrest.",SCAM,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,ENGLISH,Law enforcement,0.88,public_dataset_derived,0,0,0,0,1,1,HIGH
IND-01193,Urgent hai: Your email account will close in 24 hours. Login through this link to keep it active.,SCAM,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.93,synthetic_augmented,0,0,0,0,0,0,CRITICAL
IND-00080,"Bhai, FASTag verification pending. Send vehicle RC and OTP to activate your account.",SCAM,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINGLISH,Transport,0.97,public_dataset_derived,0,0,1,0,0,0,HIGH
IND-00018,Turant check karein: FASTag verification pending. Send vehicle RC and OTP to activate your account.,SCAM,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINDI_ROMAN,Transport,0.93,synthetic_augmented,0,0,1,0,0,0,HIGH
IND-00891,"Bhai, Please transfer ₹499 to this personal UPI ID to unlock your cashback immediately.",SCAM,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINGLISH,UPI,0.88,synthetic_augmented,0,0,0,0,1,0,CRITICAL
IND-01233,"Bhai, URGENT: KYC expires in 2 hours. Send OTP and Aadhaar details on WhatsApp to keep your account active.",SCAM,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINGLISH,KYC / Banking,0.98,synthetic_augmented,0,0,1,0,0,1,HIGH
IND-00788,Kripya dhyan dein: Instagram security alert: unusual login detected. Verify your password and OTP using http://security-check.example.,SCAM,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINDI_ROMAN,Account security,0.97,public_dataset_derived,1,0,1,0,0,0,HIGH
IND-00051,Urgent hai: Congratulations! Your mobile number won ₹10 lakh. Send ₹499 processing fee to claim the amount.,SCAM,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINGLISH,Lottery,0.96,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-01177,Work from home recruitment: pay ₹299 onboarding charges and start earning immediately.,SCAM,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,ENGLISH,Employment,0.91,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-01191,Turant check karein: Emergency donation appeal: transfer ₹500 now to help a hospital patient. Please forward to 10 groups.,SCAM,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINDI_ROMAN,Charity,0.89,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-03231,A WhatsApp group promises guaranteed crypto returns and asks members to transfer money. Can this be verified?,SUSPICIOUS,INVESTMENT_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.84,synthetic_augmented,0,0,0,0,1,0,MEDIUM
IND-00213,Scholarship registration closes today. Pay ₹199 processing charges immediately.,SCAM,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,ENGLISH,Education,0.92,public_dataset_derived,0,0,0,0,1,0,CRITICAL
IND-00303,Bahut zaroori hai: Scholarship registration closes today. Pay ₹199 processing charges immediately.,SCAM,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINDI_ROMAN,Education,0.93,public_dataset_derived,0,0,0,0,1,0,CRITICAL
IND-02967,"Bhai tera parcel aa gaya hai, main reception pe rakh raha hoon.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Delivery,0.97,public_dataset_derived,0,0,0,0,0,0,LOW
IND-01474,Turant check karein: FedEx parcel alert: your package cannot be delivered until ₹799 is paid. Pay now to avoid return.,SCAM,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINDI_ROMAN,Courier,0.94,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-00472,"Please dhyan do, Prize department: pay the verification fee immediately to receive your lottery winnings.",SCAM,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINGLISH,Lottery,0.9,public_dataset_derived,0,0,0,0,1,0,CRITICAL
IND-00019,"Bhai, Your meter has been flagged. Pay the pending amount now or your connection will be terminated today.",SCAM,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINGLISH,Utilities,0.98,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-01440,Bahut zaroori hai: Prize department: pay the verification fee immediately to receive your lottery winnings.,SCAM,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINDI_ROMAN,Lottery,0.98,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-00673,"Please dhyan do, Refund pending. To receive ₹1,499, enter your UPI PIN on the link http://refund-check.example.",SCAM,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINGLISH,UPI,0.97,synthetic_augmented,1,0,0,1,1,0,CRITICAL
IND-01283,"Madam, Congratulations! Your mobile number won ₹10 lakh. Send ₹499 processing fee to claim the amount.",SCAM,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINGLISH,Lottery,0.96,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-00602,"Sir, You have won ₹25,00,000 in the lucky draw. Pay ₹2,999 tax charges to release your prize.",SCAM,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINGLISH,Lottery,0.91,synthetic_augmented,0,0,0,0,1,0,CRITICAL
IND-00995,"Bhai, Police video verification required. Stay on the call and transfer ₹25,000 to prove your account is clean.",SCAM,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.92,synthetic_augmented,0,0,0,0,1,1,HIGH
IND-01735,"Mummy, train mein baith gaya hoon. Safely pahunch jaunga. Check the official portal for details.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Family,0.94,public_dataset_derived,0,0,0,0,0,1,LOW
IND-01604,Aapka parcel kal deliver hoga. Delivery partner ka official tracking page check kar sakte hain. Please verify through the official app.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Courier,0.9,public_dataset_derived,0,0,0,0,0,0,LOW
IND-01277,"Turant check karein: Police video verification required. Stay on the call and transfer ₹25,000 to prove your account is clean.",SCAM,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.98,public_dataset_derived,0,0,0,0,1,1,CRITICAL
IND-01308,Kripya dhyan dein: Flood relief collection: donate immediately through this unfamiliar payment link.,SCAM,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINDI_ROMAN,Charity,0.89,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-00565,"Madam, Click http://secure-login.example to prevent your WhatsApp account from being disabled.",SCAM,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.97,synthetic_augmented,1,0,0,0,0,0,CRITICAL
IND-01391,"Sir, Police video verification required. Stay on the call and transfer ₹25,000 to prove your account is clean.",SCAM,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.9,synthetic_augmented,0,0,0,0,1,1,HIGH
IND-00651,"Kripya dhyan dein: Income Tax refund of ₹18,500 is pending. Confirm PAN, bank details and OTP at http://tax-refund.example.",SCAM,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINDI_ROMAN,Tax,0.91,synthetic_augmented,1,0,1,0,1,1,HIGH
IND-02032,"Aapke account se ₹900 debit hua hai. Agar aapne transaction nahi kiya to official bank app mein check karein. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Banking,0.93,public_dataset_derived,0,0,1,0,1,1,LOW
IND-00780,Bahut zaroori hai: URGENT: KYC expires in 2 hours. Send OTP and Aadhaar details on WhatsApp to keep your account active.,SCAM,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINDI_ROMAN,KYC / Banking,0.95,public_dataset_derived,0,0,1,0,0,1,CRITICAL
IND-01489,Urgent hai: Your parcel is held at customs. Pay ₹499 clearance charges immediately at http://parcel-fee.example.,SCAM,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINGLISH,Courier,0.9,synthetic_augmented,1,0,0,0,1,1,HIGH
IND-01726,"Your parcel has been shipped and is expected to arrive tomorrow. Track it using the courier company's official application. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Courier,0.93,public_dataset_derived,0,0,1,0,0,0,LOW
IND-00990,"Kripya dhyan dein: Part-time job available: earn ₹5,000 daily. Send ₹499 security deposit and Aadhaar copy to start.",SCAM,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,HINDI_ROMAN,Employment,0.97,public_dataset_derived,0,0,0,0,1,1,HIGH
IND-00712,"Urgent hai: Limited investment opportunity: zero risk and guaranteed profit. Send ₹5,000 today to activate your account.",SCAM,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,HINGLISH,Investment,0.94,synthetic_augmented,0,0,0,0,1,0,CRITICAL
IND-04041,Bhai sabko bhejo: All college exams are permanently cancelled this semester. Forward to every student.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.95,synthetic_augmented,0,0,0,0,0,0,HIGH
IND-00082,"Sir, Railway recruitment selected you for the next round. Pay ₹499 document verification fee today.",SCAM,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINGLISH,Employment,0.91,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-03113,"Guys, Someone offered me a work-from-home job but wants a ₹500 joining fee first. I am unsure if it is genuine.",SUSPICIOUS,JOB_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.78,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-04436,Sabko forward karein: All college exams are permanently cancelled this semester. Forward to every student.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.88,synthetic_augmented,0,0,0,0,0,0,MEDIUM
IND-00756,"Guaranteed 3X return in 7 days. Transfer ₹10,000 to our UPI account and our expert will trade for you.",SCAM,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,ENGLISH,Investment,0.89,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-00137,"Please dhyan do, Government scholarship of ₹25,000 approved. Pay ₹299 verification fee to receive it.",SCAM,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINGLISH,Education,0.96,synthetic_augmented,0,0,0,0,1,1,CRITICAL
