message_id,message,verdict,scam_type,risk_level,evidence,requested_action,language,category,confidence,source,contains_url,contains_phone,asks_for_otp,asks_for_upi_pin,asks_for_money,impersonates_authority,urgency
IND-01506,Your interview is scheduled for Monday at 11 AM. Please use the employer's official recruitment portal for details. Check the official portal for details.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Employment,0.96,public_dataset_derived,0,0,0,0,0,0,LOW
IND-04401,Sabko forward karein: From tomorrow all UPI transactions will have a mandatory 50% government tax. Forward this urgently.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.94,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-01175,"Turant check karein: CBI officer here. A money laundering case is registered against your Aadhaar. Transfer ₹20,000 for verification.",SCAM,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.91,public_dataset_derived,0,0,0,0,1,1,HIGH
IND-01354,"Sir, Scholarship registration closes today. Pay ₹199 processing charges immediately.",SCAM,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINGLISH,Education,0.94,public_dataset_derived,0,0,0,0,1,0,CRITICAL
IND-03632,"Guys, Someone claiming to be police contacted me on WhatsApp and demanded money. I am checking whether it is legitimate.",SUSPICIOUS,POLICE_IMPERSONATION,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.85,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-03621,I received a message saying I have an income-tax refund and it contains a link. I haven't checked the official portal.,SUSPICIOUS,TAX_REFUND_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.73,synthetic_augmented,0,0,0,0,0,0,HIGH
IND-02482,Guys kal project review 4 baje lab mein hai. Please bring your laptop. Check the official portal for details.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,College,0.94,public_dataset_derived,0,0,0,0,0,0,LOW
IND-01430,Your tax refund cannot be processed. Share your bank account and OTP immediately for verification.,SCAM,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,ENGLISH,Tax,0.89,public_dataset_derived,0,0,1,0,0,1,CRITICAL
IND-03913,Mujhe ek message mila hai: This message says I won a shopping voucher but asks me to pay a small fee first. Has anyone verified it?,SUSPICIOUS,LOTTERY_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.9,synthetic_augmented,0,0,0,0,1,0,MEDIUM
IND-02077,Your parcel has been shipped and is expected to arrive tomorrow. Track it using the courier company's official application. Check the official portal for details.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Courier,0.91,public_dataset_derived,0,0,0,0,0,0,LOW
IND-01837,"For Aadhaar services, use the official UIDAI website or authorised centre. Never share OTP with anyone.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Aadhaar,0.93,public_dataset_derived,0,0,1,0,0,1,LOW
IND-02892,Your UPI refund of ₹499 has been processed. Check your bank statement or official app for confirmation. Check the official portal for details.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,UPI,0.91,public_dataset_derived,0,0,0,0,1,1,LOW
IND-02297,"Bhai ghar pahunch gaya hoon. Dinner ke baad call karta hoon. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Family,0.94,public_dataset_derived,0,0,1,0,0,0,LOW
IND-01954,Your UPI refund of ₹499 has been processed. Check your bank statement or official app for confirmation. Please verify through the official app.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,UPI,0.95,public_dataset_derived,0,0,0,0,1,1,LOW
IND-03990,Kripya check karein: A message says my social media account will close and gives an unfamiliar login link. I haven't clicked it.,SUSPICIOUS,ACCOUNT_TAKEOVER,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.82,synthetic_augmented,0,0,0,0,0,0,MEDIUM
IND-00347,Turant check karein: Your Aadhaar is linked to a criminal investigation. Do not disconnect. Pay the security deposit immediately.,SCAM,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.89,synthetic_augmented,0,0,0,0,1,1,HIGH
IND-04171,UPI PIN is required to receive money. Share your PIN with the sender.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.8,synthetic_augmented,0,0,0,1,0,0,HIGH
IND-00752,"Bhai, Your verification OTP has been generated. Send the OTP here so we can stop the unauthorized transaction.",SCAM,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,HINGLISH,Banking,0.94,synthetic_augmented,0,0,1,0,0,0,HIGH
IND-00304,"Bhai, Your FASTag will be blocked tonight. Recharge ₹500 immediately through this link.",SCAM,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINGLISH,Transport,0.96,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-00241,Bahut zaroori hai: Loan verification requires an advance payment of ₹799 and PAN/Aadhaar on WhatsApp.,SCAM,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINDI_ROMAN,Loans,0.97,public_dataset_derived,0,0,0,0,1,1,CRITICAL
IND-04139,"No income tax return is required for anyone earning below a certain salary, regardless of other income.",FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.77,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-04157,Bhai sabko bhejo: IRCTC is giving free train tickets to anyone who registers through this forwarded WhatsApp form.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.81,synthetic_augmented,0,0,0,0,0,1,MEDIUM
IND-02835,"Your UPI refund of ₹499 has been processed. Check your bank statement or official app for confirmation. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,UPI,0.94,public_dataset_derived,0,0,1,0,1,1,LOW
IND-01449,"Bhai, Your ₹5 lakh loan is approved. Send ₹999 insurance charges to release the amount today.",SCAM,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINGLISH,Loans,0.97,public_dataset_derived,0,0,0,0,1,0,CRITICAL
IND-00530,"Bahut zaroori hai: Student scholarship selected. Send Aadhaar and bank details on WhatsApp to release ₹10,000.",SCAM,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINDI_ROMAN,Education,0.92,public_dataset_derived,0,0,0,0,1,1,HIGH
IND-03511,Kripya check karein: A parcel-fee message came from an unknown number and asks for ₹499 through a link. Is it genuine?,SUSPICIOUS,COURIER_FRAUD,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.8,synthetic_augmented,0,0,0,0,1,0,MEDIUM
IND-00888,"Your electricity connection will be disconnected tonight due to unpaid bill. Pay ₹1,850 at http://power-pay.example.",SCAM,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,ENGLISH,Utilities,0.91,synthetic_augmented,1,0,0,0,1,0,HIGH
IND-01805,"Aapka OTP 456789 hai. Kisi ke saath share mat karna. For security, never share OTP.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Banking,0.94,public_dataset_derived,0,0,1,0,0,0,LOW
IND-00221,"Turant check karein: Income Tax refund of ₹18,500 is pending. Confirm PAN, bank details and OTP at http://tax-refund.example.",SCAM,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINDI_ROMAN,Tax,0.95,public_dataset_derived,1,0,1,0,1,1,HIGH
IND-02767,"Mummy, train mein baith gaya hoon. Safely pahunch jaunga.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Family,0.92,public_dataset_derived,0,0,0,0,0,1,LOW
IND-00673,"Please dhyan do, Refund pending. To receive ₹1,499, enter your UPI PIN on the link http://refund-check.example.",SCAM,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINGLISH,UPI,0.97,synthetic_augmented,1,0,0,1,1,0,CRITICAL
IND-00427,Kripya dhyan dein: Your meter has been flagged. Pay the pending amount now or your connection will be terminated today.,SCAM,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINDI_ROMAN,Utilities,0.9,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-04602,From tomorrow all UPI transactions will have a mandatory 50% government tax. Forward this urgently.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.88,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-04209,Drinking hot water with turmeric completely prevents viral infections. Share with everyone.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.88,synthetic_augmented,0,0,0,0,0,0,MEDIUM
IND-01966,"Bhai tera parcel aa gaya hai, main reception pe rakh raha hoon. Please verify through the official app.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Delivery,0.95,public_dataset_derived,0,0,0,0,0,0,LOW
IND-03276,Kripya check karein: Someone offered me a work-from-home job but wants a ₹500 joining fee first. I am unsure if it is genuine.,SUSPICIOUS,JOB_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.85,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-04191,Bhai sabko bhejo: Drinking hot water with turmeric completely prevents viral infections. Share with everyone.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.93,synthetic_augmented,0,0,0,0,0,0,HIGH
IND-01046,"Bhai, Scholarship registration closes today. Pay ₹199 processing charges immediately.",SCAM,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINGLISH,Education,0.94,public_dataset_derived,0,0,0,0,1,0,HIGH
IND-01217,"Income Tax refund of ₹18,500 is pending. Confirm PAN, bank details and OTP at http://tax-refund.example.",SCAM,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,ENGLISH,Tax,0.98,synthetic_augmented,1,0,1,0,1,1,HIGH
IND-02095,Reminder: check your income-tax filing status through the official government tax portal. Check the official portal for details.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Tax,0.95,public_dataset_derived,0,0,0,0,0,1,LOW
IND-00293,"Please dhyan do, This is the bank security department. Your account has suspicious activity. Confirm OTP and card details now.",SCAM,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,HINGLISH,Banking,0.95,public_dataset_derived,0,0,1,0,0,1,HIGH
IND-03897,Mujhe ye message aaya: A forwarded donation request asks for money but gives no verifiable organisation details.,SUSPICIOUS,CHARITY_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.71,synthetic_augmented,0,0,0,0,0,0,MEDIUM
IND-03658,Someone offered me a work-from-home job but wants a ₹500 joining fee first. I am unsure if it is genuine.,SUSPICIOUS,JOB_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,ENGLISH,UNVERIFIED_COMMUNICATION,0.85,synthetic_augmented,0,0,0,0,1,0,HIGH
IND-03983,Kripya check karein: A message says my social media account will close and gives an unfamiliar login link. I haven't clicked it.,SUSPICIOUS,ACCOUNT_TAKEOVER,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.85,synthetic_augmented,0,0,0,0,0,0,MEDIUM
IND-02658,Your train ticket booking is confirmed. PNR 4512789630. Check journey details through the official railway service. Check the official portal for details.,LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Railway,0.94,public_dataset_derived,0,0,0,0,0,1,LOW
IND-04436,Sabko forward karein: All college exams are permanently cancelled this semester. Forward to every student.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINDI_ROMAN,MISINFORMATION,0.88,synthetic_augmented,0,0,0,0,0,0,MEDIUM
IND-04917,The government has announced 5 lakh permanent jobs for anyone who forwards this message.,FALSE_MISINFORMATION,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.77,synthetic_augmented,0,0,0,0,0,1,HIGH
IND-02574,"Maine ₹500 UPI se bhej diye hain, transaction ID bhi aa gayi hai.",LEGITIMATE,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,UPI,0.98,public_dataset_derived,0,0,0,0,1,0,LOW
